CONTRATO	PLAN	FECHA ACTIVACION	FECHA BAJA
714607650	ATT INTERNET EN CASA BASICO V2	07/03/19	23/08/19
714607881	ATT INTERNET EN CASA BASICO V2	07/03/19	23/08/19
714607124	ATT INTERNET EN CASA BASICO V2	07/03/19	23/08/19
714978669	ATT INTERNET EN CASA BASICO V2	15/03/19	23/08/19
715014389	ATT CONSIGUELO 1.5	17/03/19	19/08/19
715396031	ATT CONSIGUELO 2	22/03/19	30/08/19
715665148	ATT CONSIGUELO 8	02/04/19	25/08/19
715930730	ATT CONSIGUELO 2	10/04/19	26/08/19
716223759	ATT CONSIGUELO 1	27/04/19	26/08/19
716335656	ATT CONSIGUELO 1	30/04/19	26/08/19
716952649	ATT INTERNET EN CASA COMPLETO V2	18/05/19	12/08/19
717684977	ATT INTERNET EN CASA COMPLETO V2	30/05/19	02/08/19
717678188	ATT CONSIGUELO 5	30/05/19	13/08/19
718849559	ATT CONSIGUELO 1	23/06/19	24/08/19
718426594	ATT CONSIGUELO 2	13/06/19	28/08/19
713647416	ATT CONSIGUELO BASICO 1.5	16/02/19	02/08/19
713647417	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	16/02/19	02/08/19
713833489	ATT CONSIGUELO BASICO 2	18/02/19	02/08/19
713833508	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	18/02/19	02/08/19
713954692	ATT CONSIGUELO BASICO 1.5	20/02/19	07/08/19
713962657	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	20/02/19	07/08/19
713974869	ATT CONSIGUELO BASICO 2	21/02/19	03/08/19
713997904	ATT CONSIGUELO BASICO 1.5	22/02/19	10/08/19
713998011	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	22/02/19	10/08/19
714506775	ATT CONSIGUELO 1.5	05/03/19	24/08/19
714609666	COMPARTELO ADICIONAL VOZ, SMS, DATOS	07/03/19	24/08/19
714609684	ATT CONSIGUELO 1.5	07/03/19	24/08/19
714616392	COMPARTELO ADICIONAL VOZ, SMS, DATOS	08/03/19	12/08/19
714626229	COMPARTELO ADICIONAL VOZ, SMS, DATOS	08/03/19	12/08/19
714626289	ATT CONSIGUELO 1	08/03/19	12/08/19
714616162	ATT CONSIGUELO 1	08/03/19	04/08/19
714620189	ATT INTERNET EN CASA COMPLETO V2	08/03/19	07/08/19
714955164	COMPARTELO ADICIONAL VOZ, SMS, DATOS	13/03/19	31/08/19
714955244	ATT CONSIGUELO 2	13/03/19	31/08/19
715004136	ATT CONSIGUELO 1.5	16/03/19	31/08/19
715311605	ATT CONSIGUELO 2	21/03/19	07/08/19
715652402	ATT CONSIGUELO 2	01/04/19	25/08/19
715652506	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	01/04/19	25/08/19
715689889	ATT CONSIGUELO 2	04/04/19	30/08/19
715693425	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	04/04/19	30/08/19
715914940	ATT CONSIGUELO 2	09/04/19	27/08/19
715914942	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	09/04/19	30/08/19
713622063	ATT CONSIGUELO BASICO 2	14/02/19	12/08/19
714607310	COMPARTELO ADICIONAL VOZ, SMS, DATOS	07/03/19	24/08/19
714607349	ATT CONSIGUELO 1	07/03/19	24/08/19
715954544	ATT CONSIGUELO 1.5	12/04/19	26/08/19
716058379	ATT CONSIGUELO 3	17/04/19	26/08/19
716139058	ATT CONSIGUELO 1.5	23/04/19	26/08/19
716775279	ATT CONSIGUELO 3	14/05/19	26/08/19
716784409	ATT CONSIGUELO 2	15/05/19	26/08/19
716789820	ATT CONSIGUELO 2	15/05/19	26/08/19
717330033	ATT CONSIGUELO 3	24/05/19	26/08/19
717330280	ATT CONSIGUELO 3	24/05/19	26/08/19
717179117	ATT CONSIGUELO 1	23/05/19	08/08/19
713650196	ATT CONSIGUELO BASICO 1	16/02/19	02/08/19
715400465	ATT CONSIGUELO 2	22/03/19	16/08/19
715598738	ATT CONSIGUELO 1.5	28/03/19	30/08/19
716049816	ATT CONSIGUELO 8	17/04/19	26/08/19
716055621	ATT CONSIGUELO 8	17/04/19	26/08/19
718463101	ATT CONSIGUELO 1	15/06/19	26/08/19
713966941	ATT CONSIGUELO COMPLETO 6.5	20/02/19	07/08/19
713970315	ATT CONSIGUELO COMPLETO 5	20/02/19	07/08/19
714000970	ATT CONSIGUELO BASICO 3	22/02/19	16/08/19
714163805	ATT CONSIGUELO 3	28/02/19	17/08/19
714175823	ATT CONSIGUELO BASICO 1	01/03/19	08/08/19
714170088	ATT CONSIGUELO 1	01/03/19	17/08/19
714607998	ATT CONSIGUELO 1	07/03/19	25/08/19
714623620	ATT CONSIGUELO 1	08/03/19	07/08/19
714624158	ATT CONSIGUELO 1	08/03/19	25/08/19
714795464	ATT CONSIGUELO 2	11/03/19	01/08/19
714784129	ATT CONSIGUELO 2	11/03/19	31/08/19
714956570	ATT CONSIGUELO 1	13/03/19	07/08/19
714994261	ATT CONSIGUELO 1	16/03/19	30/08/19
715611613	ATT CONSIGUELO 1	29/03/19	30/08/19
715603415	ATT CONSIGUELO 1	29/03/19	25/08/19
715603487	ATT CONSIGUELO 1	29/03/19	25/08/19
715603494	ATT CONSIGUELO 1	29/03/19	25/08/19
715660794	ATT CONSIGUELO 1	02/04/19	26/08/19
715660747	ATT CONSIGUELO 1	02/04/19	25/08/19
715662008	ATT CONSIGUELO 1	02/04/19	25/08/19
715912033	ATT CONSIGUELO 1	09/04/19	30/08/19
716068764	ATT CONSIGUELO BASICO 1	18/04/19	26/08/19
716068697	ATT CONSIGUELO BASICO 2	18/04/19	26/08/19
716068654	ATT CONSIGUELO 1	18/04/19	26/08/19
716068540	ATT CONSIGUELO 1	18/04/19	26/08/19
716068637	ATT CONSIGUELO 1	18/04/19	25/08/19
716172894	ATT CONSIGUELO 1	24/04/19	02/08/19
716393273	ATT CONSIGUELO 1	03/05/19	26/08/19
717113783	ATT CONSIGUELO 1	21/05/19	26/08/19
717452986	ATT CONSIGUELO 1	26/05/19	26/08/19
717453080	ATT CONSIGUELO 1	26/05/19	26/08/19
719224835	ATT CONSIGUELO 1	29/06/19	29/08/19
720441305	ATT CONSIGUELO 10	19/07/19	15/08/19
720871116	ATT CONSIGUELO 1	26/07/19	29/08/19
720873402	ATT CONSIGUELO 1	26/07/19	29/08/19
720873207	ATT CONSIGUELO 1	26/07/19	29/08/19
720876775	ATT CONSIGUELO 1	26/07/19	29/08/19
721033471	ATT CONSIGUELO 1	31/07/19	15/08/19
721037324	ATT CONSIGUELO 1	31/07/19	29/08/19
717856937	ATT CONSIGUELO 5	04/06/19	10/08/19
718327808	ATT COMPARTELO INTERNET EN CASA V2	10/06/19	13/08/19
718418953	ATT COMPARTELO INTERNET EN CASA V2	12/06/19	15/08/19
718454308	ATT CONSIGUELO 1.5	14/06/19	14/08/19
719628364	ATT CONSIGUELO 3	05/07/19	29/08/19
719727160	ATT CONSIGUELO 3	07/07/19	12/08/19
720459581	ATT CONSIGUELO 2	20/07/19	15/08/19
720516380	ATT CONSIGUELO 2	21/07/19	07/08/19
721022263	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022433	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022484	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022485	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022488	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022265	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022435	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022478	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022486	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
721022491	ATT COMPARTELO INTERNET EN CASA V2	30/07/19	12/08/19
713972366	ATT CONSIGUELO BASICO 1.5	21/02/19	02/08/19
714766289	ATT CONSIGUELO 5	10/03/19	21/08/19
715718155	ATT CONSIGUELO 2	05/04/19	09/08/19
716177049	ATT CONSIGUELO 1	24/04/19	26/08/19
717121505	ATT CONSIGUELO 1	21/05/19	22/08/19
717119637	ATT CONSIGUELO 1	21/05/19	22/08/19
717667853	ATT CONSIGUELO 1	29/05/19	27/08/19
717668562	ATT CONSIGUELO 1	29/05/19	06/08/19
721021641	ATT CONSIGUELO 1	30/07/19	26/08/19
721022664	ATT CONSIGUELO 1	30/07/19	26/08/19
721024028	ATT CONSIGUELO 1	30/07/19	26/08/19
721024745	ATT CONSIGUELO 1	30/07/19	26/08/19
714983982	ATT CONSIGUELO 2	15/03/19	02/08/19
715669860	ATT CONSIGUELO 1.5	02/04/19	29/08/19
717766669	ATT CONSIGUELO 3	04/06/19	07/08/19
720185009	ATT CONSIGUELO 3	16/07/19	19/08/19
720183515	ATT CONSIGUELO 2	16/07/19	19/08/19
10598182	ATTV3 CON TODO NEG 599 R9	20/03/19	24/08/19
13462262	ATTV3 CONTODONEG 199 C RX	25/07/19	27/08/19
714191880	ATT CONSIGUELO 1	02/03/19	23/08/19
714185731	ATT CONSIGUELO 1	02/03/19	17/08/19
714988621	ATT CONSIGUELO 1.5	15/03/19	03/08/19
714993273	ATT CONSIGUELO 1.5	16/03/19	03/08/19
715932183	ATT CONSIGUELO 1	10/04/19	01/08/19
716359159	ATT CONSIGUELO 5	02/05/19	26/08/19
714594018	ATT CONSIGUELO 1	06/03/19	17/08/19
714593824	ATT CONSIGUELO 1	06/03/19	17/08/19
714594032	ATT CONSIGUELO 1	06/03/19	17/08/19
714610454	ATT CONSIGUELO BASICO 1.5	07/03/19	20/08/19
714609806	ATT CONSIGUELO 1	07/03/19	16/08/19
714609746	ATT CONSIGUELO BASICO 1.5	07/03/19	17/08/19
714609397	ATT CONSIGUELO BASICO 2	07/03/19	17/08/19
714609696	ATT CONSIGUELO BASICO 2	07/03/19	17/08/19
714608469	ATT CONSIGUELO BASICO 1.5	07/03/19	17/08/19
714609269	ATT CONSIGUELO BASICO 1.5	07/03/19	17/08/19
13313976	ATTV3 CONTODONEG 599 C M RX	27/03/19	23/08/19
13313981	ATTV3 CONTODONEG 599 C M RX	27/03/19	23/08/19
13313985	ATTV3 CONTODONEG 599 C M RX	27/03/19	23/08/19
13313988	ATTV3 CONTODONEG 499 C M RX	27/03/19	23/08/19
13313990	ATTV3 CONTODONEG 499 C M RX	27/03/19	23/08/19
13313991	ATTV3 CONTODONEG 499 C M RX	27/03/19	23/08/19
715602377	ATT CONSIGUELO 1	29/03/19	26/08/19
715603949	ATT CONSIGUELO 1	29/03/19	26/08/19
13224283	ATTV3 CONTODONEG 799 C RX	10/01/19	03/08/19
713837182	ATT CONSIGUELO COMPLETO 5	18/02/19	03/08/19
713908961	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	19/02/19	03/08/19
713909006	ATT CONSIGUELO BASICO 2	19/02/19	03/08/19
714164197	ATT CONSIGUELO 2	28/02/19	26/08/19
713446242	ATT CONSIGUELO COMPLETO 5	11/02/19	06/08/19
713958671	ATT CONSIGUELO BASICO 3	20/02/19	10/08/19
713964417	ATT CONSIGUELO BASICO 2	20/02/19	07/08/19
714509389	ATT CONSIGUELO 1.5	05/03/19	22/08/19
714948831	ATT CONSIGUELO 1.5	13/03/19	23/08/19
715148359	ATT CONSIGUELO 3	18/03/19	31/08/19
717329702	ATT CONSIGUELO 1.5	24/05/19	29/08/19
715148725	ATT CONSIGUELO 2	18/03/19	04/08/19
716359611	ATT CONSIGUELO 1.5	02/05/19	12/08/19
716810758	ATT CONSIGUELO 1	16/05/19	27/08/19
716851911	ATT CONSIGUELO 1	17/05/19	27/08/19
719206634	ATT CONSIGUELO 1	28/06/19	29/08/19
716555626	ATT CONSIGUELO 1	05/05/19	26/08/19
714518423	ATT CONSIGUELO 2	05/03/19	22/08/19
714625271	ATT CONSIGUELO 1.5	08/03/19	30/08/19
714950547	ATT CONSIGUELO 2	13/03/19	02/08/19
716194389	ATT CONSIGUELO 1	26/04/19	31/08/19
716842255	ATT CONSIGUELO 2	17/05/19	27/08/19
714950526	ATT CONSIGUELO 2	13/03/19	30/08/19
714950586	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	13/03/19	30/08/19
714988993	ATT CONSIGUELO 3	15/03/19	02/08/19
714388083	ATT CONSIGUELO 1	03/03/19	17/08/19
714964974	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA ONE	14/03/19	03/08/19
714965075	ATT CONSIGUELO 2	14/03/19	03/08/19
715870516	ATT CONSIGUELO 1.5	07/04/19	30/08/19
713599276	ATT CONSIGUELO BASICO 1	13/02/19	02/08/19
714067591	ATT CONSIGUELO BASICO 1	23/02/19	08/08/19
713649924	ATT CONSIGUELO BASICO 2	16/02/19	08/08/19
713622822	ATT CONSIGUELO BASICO 2	14/02/19	02/08/19
713897406	ATT CONSIGUELO BASICO 1	19/02/19	07/08/19
714198753	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	02/03/19	23/08/19
714198798	ATT CONSIGUELO 2	02/03/19	23/08/19
718276176	ATT CONSIGUELO 2	08/06/19	07/08/19
719307204	ATT CONSIGUELO 1.5	02/07/19	08/08/19
713606545	ATT CONSIGUELO BASICO 3	13/02/19	12/08/19
713610910	ATT CONSIGUELO BASICO 1	14/02/19	10/08/19
714062875	ATT CONSIGUELO BASICO 1	23/02/19	08/08/19
715626728	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	30/03/19	25/08/19
715626771	ATT CONSIGUELO 5	30/03/19	25/08/19
717084656	ATT CONSIGUELO 5	19/05/19	28/08/19
713637544	ATT CONSIGUELO BASICO 2	15/02/19	02/08/19
713759780	ATT CONSIGUELO BASICO 1	17/02/19	05/08/19
715699369	ATT CONSIGUELO 3	04/04/19	30/08/19
715699473	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	04/04/19	30/08/19
715698764	ATT CONSIGUELO 3	04/04/19	27/08/19
714183043	ATT CONSIGUELO 3	01/03/19	23/08/19
714438065	ATT CONSIGUELO 5	04/03/19	24/08/19
715162882	ATT CONSIGUELO 2	19/03/19	08/08/19
715162938	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA ONE	19/03/19	08/08/19
715612522	ATT CONSIGUELO 2	29/03/19	25/08/19
717728094	ATT CONSIGUELO 2	02/06/19	05/08/19
713650073	ATT CONSIGUELO BASICO 2	16/02/19	03/08/19
713650080	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	16/02/19	03/08/19
713839975	ATT CONSIGUELO COMPLETO 5	18/02/19	04/08/19
716360244	ATT CONSIGUELO 3	02/05/19	26/08/19
714586485	ATT CONSIGUELO 3	06/03/19	23/08/19
716096223	ATT CONSIGUELO 1	21/04/19	23/08/19
718452162	ATT CONSIGUELO 3	14/06/19	01/08/19
713521038	ATT CONSIGUELO BASICO 1	12/02/19	02/08/19
713655261	ATT CONSIGUELO BASICO 1	16/02/19	02/08/19
715778755	ATT CONSIGUELO 1.5	06/04/19	15/08/19
718445516	ATT CONSIGUELO 2	14/06/19	22/08/19
721044261	ATT CONSIGUELO 3	31/07/19	07/08/19
716203969	ATT CONSIGUELO 1	26/04/19	22/08/19
716137567	ATT CONSIGUELO 1	23/04/19	26/08/19
716297719	ATT CONSIGUELO 1	28/04/19	18/08/19
713660752	ATT CONSIGUELO BASICO 1	16/02/19	02/08/19
714773738	ATT CONSIGUELO 1	10/03/19	24/08/19
713243136	ATT CONSIGUELO BASICO 3	08/02/19	05/08/19
713975976	ATT CONSIGUELO BASICO 2	21/02/19	09/08/19
714154919	ATT CONSIGUELO 1	28/02/19	12/08/19
719264360	ATT CONSIGUELO 3	01/07/19	06/08/19
720283970	ATT CONSIGUELO 1	17/07/19	17/08/19
713967954	ATT CONSIGUELO BASICO 1	20/02/19	10/08/19
714143174	ATT CONSIGUELO 2	27/02/19	09/08/19
714514478	ATT CONSIGUELO 5	05/03/19	20/08/19
714506964	ATT CONSIGUELO 1.5	05/03/19	28/08/19
714063894	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	23/02/19	07/08/19
714064168	ATT CONSIGUELO BASICO 2	23/02/19	07/08/19
714100911	ATT CONSIGUELO 1	25/02/19	06/08/19
714151717	ATT CONSIGUELO 2	28/02/19	16/08/19
714164842	ATT CONSIGUELO 3	28/02/19	09/08/19
714175595	ATT CONSIGUELO 2	01/03/19	07/08/19
714175623	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	01/03/19	07/08/19
714384870	ATT CONSIGUELO 2	03/03/19	20/08/19
715488109	ATT CONSIGUELO 2	25/03/19	26/08/19
715491422	ATT CONSIGUELO 2	25/03/19	26/08/19
716638757	ATT CONSIGUELO 3	06/05/19	26/08/19
716640136	ATT CONSIGUELO 3	06/05/19	26/08/19
714715000	ATT CONSIGUELO 2	09/03/19	30/08/19
715005862	ATT CONSIGUELO 1	16/03/19	02/08/19
715628304	ATT CONSIGUELO 3	30/03/19	25/08/19
715629172	ATT CONSIGUELO 3	30/03/19	25/08/19
714613831	ATT CONSIGUELO 2	07/03/19	24/08/19
714613907	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	07/03/19	24/08/19
719843507	ATT CONSIGUELO 5	10/07/19	27/08/19
715687137	ATT CONSIGUELO 2	03/04/19	31/08/19
715687148	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	03/04/19	31/08/19
715684297	ATT V2 CT DAMOSMAS 349	03/04/19	10/08/19
716221751	ATT CONSIGUELO 1	27/04/19	06/08/19
714093652	ATT CONSIGUELO BASICO 1	24/02/19	16/08/19
714093848	ATT CONSIGUELO BASICO 1	24/02/19	16/08/19
714385983	ATT CONSIGUELO 2	03/03/19	23/08/19
714586450	ATT CONSIGUELO 80	06/03/19	25/08/19
715642186	ATT CONSIGUELO 3	31/03/19	25/08/19
716358460	ATT CONSIGUELO 1	02/05/19	28/08/19
718671840	ATT CONSIGUELO 3	20/06/19	05/08/19
719211372	ATT CONSIGUELO 5	28/06/19	29/08/19
719716130	ATT CONSIGUELO 1	06/07/19	26/08/19
714169882	ATT CONSIGUELO 2	01/03/19	16/08/19
715630904	ATT CONSIGUELO 3	30/03/19	25/08/19
715630935	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	30/03/19	25/08/19
716131908	ATT CONSIGUELO 1	22/04/19	26/08/19
719715592	ATT CONSIGUELO 5	06/07/19	03/08/19
720699712	COMPARTELO ADICIONAL VOZ, SMS, DATOS	23/07/19	03/08/19
714163594	ATT CONSIGUELO 1.5	28/02/19	17/08/19
716391615	ATT CONSIGUELO 1.5	03/05/19	26/08/19
716205837	ATT CONSIGUELO 2	26/04/19	06/08/19
716323627	ATT CONSIGUELO 2	30/04/19	26/08/19
716703037	ATT CONSIGUELO 2	10/05/19	12/08/19
715289313	ATT CONSIGUELO 2	20/03/19	16/08/19
715289332	COMPARTELO ADICIONAL VOZ, SMS, DATOS	20/03/19	27/08/19
714614327	ATT CONSIGUELO 2	07/03/19	07/08/19
714614447	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	07/03/19	07/08/19
713969631	ATT CONSIGUELO BASICO 1	20/02/19	10/08/19
713619088	ATT CONSIGUELO BASICO 3	14/02/19	05/08/19
714131743	ATT CONSIGUELO 2	27/02/19	10/08/19
714964637	ATT CONSIGUELO 2	14/03/19	30/08/19
713835418	ATT CONSIGUELO BASICO 3	18/02/19	02/08/19
713988094	ATT CONSIGUELO BASICO 2	21/02/19	04/08/19
714589555	ATT CONSIGUELO 1.5	06/03/19	24/08/19
716085247	ATT CONSIGUELO 1	19/04/19	26/08/19
713903303	ATT CONSIGUELO BASICO 1	19/02/19	08/08/19
714132284	ATT CONSIGUELO 1	27/02/19	12/08/19
718430704	ATT CONSIGUELO 3	13/06/19	26/08/19
716781432	ATT CONSIGUELO 2	14/05/19	26/08/19
713847928	ATT CONSIGUELO BASICO 1.5	18/02/19	02/08/19
718472607	ATT CONSIGUELO 1	15/06/19	02/08/19
717714771	ATT CONSIGUELO 1	01/06/19	01/08/19
716397112	ATT CONSIGUELO 3	03/05/19	12/08/19
715408634	ATT CONSIGUELO 1.5	22/03/19	25/08/19
715916278	ATT CONSIGUELO 2	09/04/19	07/08/19
713600981	ATT CONSIGUELO COMPLETO 5	13/02/19	02/08/19
714174774	ATT CONSIGUELO 2	01/03/19	23/08/19
714630495	ATT CONSIGUELO 5	08/03/19	17/08/19
721026365	ATT CONSIGUELO 1	30/07/19	30/08/19
716333045	ATT CONSIGUELO 1.5	30/04/19	26/08/19
717390686	ATT CONSIGUELO 1	25/05/19	20/08/19
720522126	ATT CONSIGUELO 1	21/07/19	07/08/19
715978486	ATT CONSIGUELO 1.5	13/04/19	25/08/19
716749017	ATT CONSIGUELO 1	13/05/19	24/08/19
718195396	ATT CONSIGUELO 1	07/06/19	17/08/19
714621299	ATT CONSIGUELO 1.5	08/03/19	30/08/19
716794976	ATT CONSIGUELO 1	15/05/19	11/08/19
718876978	ATT CONSIGUELO 1	24/06/19	15/08/19
713636910	ATT CONSIGUELO COMPLETO 6.5	15/02/19	03/08/19
713987615	ATT CONSIGUELO COMPLETO 6.5	21/02/19	09/08/19
715015200	ATT CONSIGUELO 6.5	17/03/19	03/08/19
715162542	ATT CONSIGUELO 6.5	19/03/19	07/08/19
713600772	ATT CONSIGUELO BASICO 1.5	13/02/19	02/08/19
714589771	ATT CONSIGUELO 3	06/03/19	12/08/19
714589957	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	06/03/19	12/08/19
714973350	COMPARTELO ADICIONAL VOZ, SMS, DATOS	14/03/19	02/08/19
714973388	ATT CONSIGUELO 13	14/03/19	02/08/19
715593934	ATT CONSIGUELO 2	28/03/19	25/08/19
715678613	ATT CONSIGUELO 6.5	03/04/19	30/08/19
715680693	ATT CONSIGUELO 2	03/04/19	30/08/19
715696638	ATT CONSIGUELO 5	04/04/19	30/08/19
715791473	ATT CONSIGUELO 2	06/04/19	25/08/19
715791670	ATT CONSIGUELO 2	06/04/19	25/08/19
715869164	COMPARTELO ADICIONAL VOZ, SMS, DATOS	07/04/19	31/08/19
715869473	ATT CONSIGUELO 6.5	07/04/19	27/08/19
715884122	ATT CONSIGUELO 6.5	08/04/19	31/08/19
715884231	COMPARTELO ADICIONAL VOZ, SMS, DATOS	08/04/19	31/08/19
713848297	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	18/02/19	08/08/19
713848326	ATT CONSIGUELO BASICO 3	18/02/19	08/08/19
713847613	ATT CONSIGUELO COMPLETO 6.5	18/02/19	04/08/19
714606293	ATT CONSIGUELO 1	07/03/19	31/08/19
715640406	ATT CONSIGUELO 5	31/03/19	26/08/19
716774214	ATT CONSIGUELO 3	14/05/19	26/08/19
713637046	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	15/02/19	03/08/19
714091492	ATT CONSIGUELO BASICO 1	24/02/19	12/08/19
714519779	ATT CONSIGUELO 2	05/03/19	21/08/19
714860980	ATT CONSIGUELO 3	12/03/19	24/08/19
720994818	ATT CONSIGUELO 1	28/07/19	23/08/19
714515193	ATT CONSIGUELO 2	05/03/19	21/08/19
715592150	ATT CONSIGUELO 2	28/03/19	30/08/19
716146773	ATT CONSIGUELO 2	23/04/19	17/08/19
714596682	ATT CONSIGUELO 1	06/03/19	20/08/19
714766667	ATT CONSIGUELO 2	10/03/19	25/08/19
714767939	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	10/03/19	25/08/19
715699242	ATT CONSIGUELO 2	04/04/19	27/08/19
715699343	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	04/04/19	27/08/19
714788927	ATT CONSIGUELO 3	11/03/19	23/08/19
714726988	ATT CONSIGUELO 2	09/03/19	26/08/19
717127184	ATT CONSIGUELO 1	22/05/19	05/08/19
718440459	ATT CONSIGUELO 1.5	14/06/19	30/08/19
718629771	ATT CONSIGUELO 2	17/06/19	26/08/19
720767084	ATT CONSIGUELO 5	24/07/19	21/08/19
716355421	ATT CONSIGUELO 5	02/05/19	20/08/19
716396813	ATT CONSIGUELO 2	03/05/19	26/08/19
714719943	ATT CONSIGUELO 5	09/03/19	25/08/19
719739029	ATT CONSIGUELO 1	08/07/19	26/08/19
719750874	ATT CONSIGUELO 3	08/07/19	28/08/19
715785858	ATT CONSIGUELO 1	06/04/19	20/08/19
718628309	ATT CONSIGUELO 3	17/06/19	18/08/19
713662112	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	16/02/19	03/08/19
713662226	ATT CONSIGUELO BASICO 2	16/02/19	03/08/19
715626759	ATT CONSIGUELO 1	30/03/19	25/08/19
719763592	ATT CONSIGUELO 1	09/07/19	08/08/19
713757933	ATT CONSIGUELO BASICO 2	17/02/19	02/08/19
713758006	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO HUAWEI DURA Y5	17/02/19	02/08/19
713760843	ATT CONSIGUELO COMPLETO 5	17/02/19	03/08/19
714178606	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA MOTO G6 PLUS	01/03/19	12/08/19
714178669	ATT CONSIGUELO 2	01/03/19	12/08/19
714766945	ATT CONSIGUELO 1	10/03/19	29/08/19
714963754	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO MOTOROLA ONE	14/03/19	03/08/19
715639885	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	31/03/19	25/08/19
715639979	ATT CONSIGUELO 2	31/03/19	25/08/19
715681984	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	03/04/19	27/08/19
715682076	ATT CONSIGUELO 2	03/04/19	30/08/19
715934661	ATT CONSIGUELO 1	10/04/19	27/08/19
714128037	ATT CONSIGUELO BASICO 2	26/02/19	08/08/19
714128087	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA MOTO G6 PLUS	26/02/19	08/08/19
714600362	ATT CONSIGUELO 1	07/03/19	30/08/19
714970631	ATT CONSIGUELO 1	14/03/19	02/08/19
715014680	ATT CONSIGUELO 2	17/03/19	26/08/19
715611749	ATT CONSIGUELO 2	29/03/19	25/08/19
715611754	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	29/03/19	25/08/19
715939507	ATT CONSIGUELO 1.5	11/04/19	03/08/19
716738786	ATT CONSIGUELO 1.5	12/05/19	12/08/19
714148454	ATT CONSIGUELO 1	28/02/19	16/08/19
714583300	ATT CONSIGUELO 1	06/03/19	21/08/19
715012147	ATT CONSIGUELO 1	17/03/19	08/08/19
715632898	ATT CONSIGUELO 2	30/03/19	25/08/19
715632943	COMPARTELO ADICIONAL VOZ, SMS, DATOS BOGO HUAWEI Y7	30/03/19	26/08/19
4509591	COMPARTELO INCLUIDO VOZ, SMS Y DATOS	05/02/19	03/08/19
714092385	ATT CONSIGUELO BASICO 1	24/02/19	20/08/19
714153718	ATT CONSIGUELO 1	28/02/19	25/08/19
714166195	ATT CONSIGUELO 1	28/02/19	16/08/19
